,availability,location,bhk,total_sqft,bath,price,total_sqftbybhk
447,1,Ananth Nagar,2.0,810.0,2.0,25.5,405.0
448,1,Ananth Nagar,2.0,890.0,2.0,27.0,445.0
449,0,Ananth Nagar,2.0,1200.0,2.0,36.0,600.0
451,1,Ananth Nagar,3.0,1319.0,3.0,42.0,439.6666666666667
452,0,Ananth Nagar,2.0,1000.0,2.0,25.0,500.0
453,1,Ananth Nagar,2.0,902.0,2.0,25.0,451.0
454,1,Ananth Nagar,2.0,930.0,2.0,25.99,465.0
455,0,Ananth Nagar,2.0,1074.0,2.0,26.85,537.0
456,0,Ananth Nagar,1.0,500.0,1.0,14.0,500.0
457,1,Ananth Nagar,2.0,1010.0,2.0,38.0,505.0
458,0,Ananth Nagar,2.0,992.0,2.0,24.8,496.0
460,1,Anekal,2.0,656.0,2.0,22.0,328.0
461,1,Anekal,2.0,620.0,2.0,22.0,310.0
462,1,Anekal,1.0,600.0,1.0,16.5,600.0
463,1,Anekal,2.0,925.0,2.0,40.0,462.5
464,0,Anekal,1.0,530.0,1.0,18.0,530.0
465,1,Anekal,3.0,1800.0,3.0,68.0,600.0
467,1,Anekal,1.0,351.0,1.0,16.0,351.0
468,1,Anekal,2.0,1035.0,2.0,38.3,517.5
469,1,Anekal,2.0,888.0,2.0,34.0,444.0
473,1,Anekal,4.0,1200.0,2.0,36.0,300.0
474,1,Anekal,2.0,766.0,2.0,28.0,383.0
475,1,Anekal,3.0,967.0,2.0,45.0,322.3333333333333
476,1,Anekal,2.0,620.0,1.0,23.5,310.0
477,1,Anekal,3.0,1150.0,3.0,45.0,383.3333333333333
480,1,Anekal,1.0,400.0,1.0,11.5,400.0
481,1,Anekal,1.0,456.0,1.0,15.0,456.0
484,1,Anekal,3.0,2400.0,4.0,95.0,800.0
488,1,Anekal,1.0,420.0,1.0,12.5,420.0
489,1,Anekal,2.0,614.0,1.0,28.0,307.0
490,0,Anekal,2.0,1140.0,2.0,52.0,570.0
491,0,Anekal,2.0,625.0,1.0,25.0,312.5
492,1,Anjanapura,4.0,1850.0,4.0,86.0,462.5
493,0,Anjanapura,2.0,1070.0,2.0,39.0,535.0
494,0,Anjanapura,3.0,1500.0,3.0,121.0,500.0
495,0,Anjanapura,2.0,1070.0,2.0,37.0,535.0
496,1,Anjanapura,2.0,950.0,2.0,40.0,475.0
497,1,Anjanapura,3.0,1280.0,2.0,45.0,426.6666666666667
498,1,Anjanapura,2.0,710.0,2.0,25.0,355.0
500,1,Anjanapura,2.0,950.0,2.0,32.0,475.0
501,1,Anjanapura,4.0,1800.0,4.0,55.0,450.0
502,1,Anjanapura,3.0,1843.0,3.0,87.54,614.3333333333334
503,0,Anjanapura,2.0,1076.0,2.0,30.13,538.0
504,1,Anjanapura,2.0,950.0,2.0,30.0,475.0
505,1,Ardendale,3.0,1750.0,3.0,100.0,583.3333333333334
506,1,Ardendale,4.0,3198.0,4.0,200.0,799.5
507,1,Ardendale,4.0,2422.0,4.0,160.0,605.5
508,1,Ardendale,3.0,1750.0,3.0,100.0,583.3333333333334
509,1,Ardendale,4.0,3200.0,4.0,205.0,800.0
510,1,Ardendale,3.0,1728.0,3.0,95.0,576.0
511,1,Ardendale,4.0,2062.0,3.0,140.0,515.5
512,1,Ardendale,3.0,1732.46,3.0,92.0,577.4866666666667
513,1,Ardendale,4.0,2062.0,3.0,150.0,515.5
515,1,Ardendale,2.0,1224.0,2.0,70.0,612.0
516,1,Ardendale,3.0,1777.26,3.0,105.0,592.42
517,1,Ardendale,3.0,1650.0,3.0,82.0,550.0
518,1,Ardendale,4.0,2062.0,3.0,140.0,515.5
519,1,Ardendale,3.0,1650.0,3.0,82.0,550.0
520,1,Ardendale,2.0,1224.0,2.0,67.0,612.0
521,1,Ardendale,3.0,1723.0,3.0,95.0,574.3333333333334
522,1,Ardendale,3.0,1777.26,3.0,89.0,592.42
523,1,Ardendale,3.0,1777.26,3.0,92.0,592.42
524,1,Arekere,2.0,1222.0,2.0,45.0,611.0
525,1,Arekere,3.0,2060.0,3.0,140.0,686.6666666666666
526,1,Arekere,2.0,920.0,2.0,40.0,460.0
527,1,Arekere,3.0,1740.0,2.0,95.0,580.0
528,1,Arekere,2.0,1190.0,2.0,55.0,595.0
529,1,Arekere,1.0,600.0,1.0,28.0,600.0
530,0,Arekere,3.0,2072.0,3.0,108.0,690.6666666666666
531,1,Arekere,2.0,1100.0,2.0,55.0,550.0
532,1,Arekere,2.0,900.0,2.0,50.0,450.0
533,0,Arekere,4.0,2710.0,6.0,142.0,677.5
534,1,Arekere,2.0,1240.0,2.0,60.0,620.0
535,1,Arekere,2.0,900.0,2.0,44.5,450.0
536,1,Attibele,1.0,450.0,1.0,11.0,450.0
537,1,Attibele,4.0,1600.0,4.0,52.8,400.0
538,1,Attibele,2.0,656.0,2.0,25.0,328.0
539,1,Attibele,1.0,400.0,1.0,11.0,400.0
540,1,Attibele,1.0,400.0,1.0,12.0,400.0
541,1,Attibele,1.0,400.0,1.0,14.0,400.0
542,1,Attibele,1.0,500.0,1.0,17.0,500.0
543,1,Attibele,4.0,2168.0,4.0,95.0,542.0
544,1,Attibele,1.0,395.0,1.0,10.25,395.0
545,1,Attibele,1.0,420.0,1.0,17.0,420.0
547,1,Attibele,1.0,418.0,1.0,12.0,418.0
548,1,Attibele,2.0,1200.0,2.0,42.0,600.0
549,1,Attibele,1.0,400.0,1.0,10.0,400.0
550,1,Attibele,2.0,695.0,1.0,25.0,347.5
551,1,Attibele,2.0,850.0,1.0,25.0,425.0
552,1,Attibele,3.0,2400.0,3.0,120.0,800.0
553,1,Attibele,1.0,450.0,1.0,12.5,450.0
557,1,Attibele,1.0,782.0,1.0,19.55,782.0
559,1,Attibele,2.0,656.0,2.0,25.0,328.0
560,1,Attibele,1.0,400.0,1.0,11.5,400.0
561,1,Attibele,1.0,460.0,1.0,13.0,460.0
562,1,Attibele,1.0,418.0,2.0,11.5,418.0
563,0,Attibele,2.0,1000.0,2.0,42.0,500.0
564,1,Attibele,1.0,550.0,1.0,11.5,550.0
566,1,Attibele,1.0,410.0,1.0,10.0,410.0
567,1,Attibele,3.0,1700.0,3.0,65.0,566.6666666666666
568,1,Attibele,1.0,400.0,1.0,10.25,400.0
569,1,Attibele,2.0,656.0,2.0,25.0,328.0
570,1,Attibele,3.0,1500.0,3.0,90.0,500.0
571,1,Attibele,1.0,520.0,1.0,15.0,520.0
572,1,BEML Layout,2.0,1060.0,2.0,55.0,530.0
574,1,BEML Layout,2.0,999.0,2.0,45.0,499.5
575,1,BEML Layout,5.0,2400.0,4.0,225.0,480.0
577,1,BEML Layout,2.0,1194.0,2.0,65.0,597.0
578,1,BEML Layout,2.0,1200.0,2.0,67.0,600.0
579,1,BEML Layout,2.0,2400.0,2.0,228.0,1200.0
582,1,BEML Layout,2.0,1194.0,2.0,65.0,597.0
583,1,BTM 2nd Stage,3.0,1260.0,5.0,185.0,420.0
584,1,BTM 2nd Stage,2.0,950.0,2.0,52.0,475.0
585,1,BTM 2nd Stage,3.0,1850.0,3.0,170.0,616.6666666666666
586,1,BTM 2nd Stage,2.0,1200.0,2.0,80.0,600.0
587,1,BTM 2nd Stage,2.0,1274.0,2.0,70.0,637.0
589,1,BTM 2nd Stage,2.0,1070.0,2.0,48.0,535.0
590,1,BTM 2nd Stage,2.0,1280.0,2.0,80.0,640.0
591,1,BTM 2nd Stage,2.0,1100.0,2.0,70.0,550.0
592,1,BTM 2nd Stage,2.0,1000.0,2.0,58.0,500.0
593,1,BTM 2nd Stage,5.0,2990.0,5.0,416.0,598.0
594,1,BTM 2nd Stage,2.0,1265.0,2.0,55.0,632.5
595,1,BTM 2nd Stage,3.0,2200.0,3.0,220.0,733.3333333333334
596,1,BTM 2nd Stage,3.0,2780.0,4.0,325.0,926.6666666666666
597,1,BTM 2nd Stage,3.0,2400.0,2.0,360.0,800.0
598,1,BTM 2nd Stage,2.0,965.0,2.0,56.0,482.5
599,1,BTM 2nd Stage,2.0,1147.0,2.0,75.0,573.5
600,1,BTM 2nd Stage,3.0,1750.0,3.0,172.0,583.3333333333334
601,1,BTM 2nd Stage,2.0,1400.0,2.0,90.0,700.0
602,1,BTM 2nd Stage,2.0,1200.0,2.0,70.0,600.0
603,1,BTM 2nd Stage,2.0,1100.0,2.0,47.0,550.0
604,1,BTM 2nd Stage,2.0,930.0,2.0,46.0,465.0
606,1,BTM 2nd Stage,3.0,2500.0,3.0,345.0,833.3333333333334
607,1,BTM Layout,2.0,1150.0,2.0,63.0,575.0
608,1,BTM Layout,6.0,3300.0,6.0,165.0,550.0
609,1,BTM Layout,3.0,1450.0,2.0,81.0,483.3333333333333
610,1,BTM Layout,3.0,1776.0,2.0,75.0,592.0
611,1,BTM Layout,3.0,1458.0,3.0,79.0,486.0
612,1,BTM Layout,2.0,935.0,2.0,51.5,467.5
613,1,BTM Layout,2.0,1020.0,2.0,46.5,510.0
614,1,BTM Layout,3.0,1600.0,3.0,112.0,533.3333333333334
615,1,BTM Layout,3.0,1300.0,2.0,75.0,433.3333333333333
616,1,BTM Layout,3.0,1540.0,2.0,78.0,513.3333333333334
617,1,BTM Layout,1.0,450.0,1.0,20.0,450.0
618,1,BTM Layout,2.0,1196.0,2.0,56.81,598.0
619,1,BTM Layout,3.0,1470.0,2.0,99.0,490.0
622,1,Babusapalaya,3.0,1611.0,2.0,66.0,537.0
624,1,Babusapalaya,3.0,1675.0,3.0,75.0,558.3333333333334
625,1,Babusapalaya,2.0,1141.0,2.0,46.0,570.5
626,1,Babusapalaya,2.0,1500.0,2.0,57.0,750.0
628,1,Babusapalaya,2.0,1050.0,2.0,45.0,525.0
629,1,Babusapalaya,2.0,1141.0,2.0,45.9,570.5
631,1,Babusapalaya,3.0,1230.0,3.0,53.0,410.0
632,1,Babusapalaya,2.0,1105.0,2.0,40.0,552.5
633,1,Babusapalaya,3.0,1410.0,2.0,65.0,470.0
634,1,Babusapalaya,2.0,1450.0,2.0,55.99,725.0
635,1,Babusapalaya,2.0,1100.0,2.0,38.0,550.0
637,1,Babusapalaya,2.0,1061.0,2.0,33.84,530.5
638,0,Babusapalaya,2.0,1061.0,2.0,38.95,530.5
639,1,Babusapalaya,2.0,1061.0,2.0,34.0,530.5
640,1,Babusapalaya,2.0,1245.0,2.0,58.0,622.5
641,0,Badavala Nagar,3.0,1494.0,2.0,94.55,498.0
642,0,Badavala Nagar,2.0,1274.0,2.0,81.0,637.0
643,0,Badavala Nagar,3.0,1842.0,3.0,115.0,614.0
644,1,Badavala Nagar,3.0,1494.0,2.0,94.55,498.0
645,0,Badavala Nagar,2.0,1274.0,2.0,81.0,637.0
646,0,Badavala Nagar,3.0,1494.0,2.0,94.55,498.0
647,0,Badavala Nagar,3.0,1842.0,3.0,115.0,614.0
648,0,Badavala Nagar,3.0,1842.0,3.0,115.0,614.0
649,0,Badavala Nagar,3.0,1842.0,3.0,115.0,614.0
650,1,Balagere,2.0,1210.0,2.0,80.9,605.0
651,1,Balagere,2.0,1210.0,2.0,72.0,605.0
652,1,Balagere,2.0,1205.0,2.0,78.5,602.5
653,0,Balagere,1.0,790.5,1.0,41.9,790.5
656,0,Balagere,2.0,1020.07,2.0,68.38,510.035
657,0,Balagere,2.0,1205.47,2.0,81.0,602.735
658,0,Balagere,2.0,1007.0,2.0,65.0,503.5
660,0,Balagere,2.0,1210.0,2.0,74.0,605.0
661,1,Balagere,2.0,1210.0,2.0,83.0,605.0
662,0,Balagere,1.0,675.0,1.0,45.0,675.0
663,1,Balagere,1.0,656.0,1.0,43.0,656.0
665,0,Balagere,2.0,1012.0,2.0,64.0,506.0
666,1,Balagere,2.0,1007.0,2.0,62.0,503.5
667,1,Balagere,2.0,1007.0,2.0,67.0,503.5
668,1,Balagere,2.0,1007.0,2.0,66.0,503.5
671,0,Balagere,1.0,645.0,1.0,34.18,645.0
674,0,Balagere,1.0,790.5,1.0,42.295,790.5
675,0,Balagere,2.0,1012.0,2.0,65.0,506.0
676,0,Balagere,1.0,656.0,1.0,38.77,656.0
677,0,Balagere,1.0,645.0,1.0,39.0,645.0
678,0,Balagere,1.0,645.0,1.0,41.0,645.0
679,0,Balagere,2.0,1210.0,2.0,82.0,605.0
680,0,Balagere,1.0,656.0,1.0,34.77,656.0
681,0,Balagere,2.0,1205.0,2.0,73.87,602.5
682,0,Balagere,2.0,1012.0,2.0,70.0,506.0
683,0,Balagere,2.0,1007.0,2.0,68.0,503.5
685,1,Balagere,2.0,1205.0,2.0,79.0,602.5
686,1,Balagere,2.0,1012.0,2.0,68.0,506.0
688,1,Banashankari,2.0,1077.0,2.0,37.64,538.5
689,0,Banashankari,3.0,1470.0,2.0,88.64,490.0
690,1,Banashankari,3.0,1300.0,2.0,75.0,433.3333333333333
691,1,Banashankari,3.0,1800.0,3.0,115.0,600.0
692,1,Banashankari,2.0,1125.0,2.0,63.0,562.5
694,0,Banashankari,2.0,1310.0,2.0,80.0,655.0
695,0,Banashankari,3.0,2600.0,4.0,135.0,866.6666666666666
696,1,Banashankari,3.0,1900.0,2.0,170.0,633.3333333333334
697,1,Banashankari,2.0,1260.0,2.0,75.0,630.0
698,1,Banashankari,2.0,1170.0,2.0,46.79,585.0
700,1,Banashankari,3.0,1350.0,2.0,83.0,450.0
702,1,Banashankari,2.0,1330.0,2.0,78.0,665.0
703,1,Banashankari,3.0,1400.0,2.0,78.0,466.6666666666667
704,1,Banashankari,3.0,1700.0,3.0,125.0,566.6666666666666
705,1,Banashankari,2.0,1020.0,2.0,40.79,510.0
706,1,Banashankari,2.0,1600.0,2.0,63.98,800.0
707,1,Banashankari,2.0,1041.0,2.0,36.44,520.5
708,1,Banashankari,1.0,2400.0,1.0,200.0,2400.0
709,1,Banashankari,2.0,1390.0,2.0,86.0,695.0
710,1,Banashankari,2.0,1460.0,2.0,70.0,730.0
711,1,Banashankari,2.0,1200.0,2.0,60.0,600.0
712,1,Banashankari,2.0,1290.0,2.0,80.0,645.0
713,1,Banashankari,3.0,2582.0,5.0,250.0,860.6666666666666
714,1,Banashankari,2.0,1186.0,2.0,65.0,593.0
715,1,Banashankari,3.0,1650.0,3.0,101.0,550.0
717,1,Banashankari,2.0,1181.0,2.0,75.0,590.5
718,1,Banashankari,2.0,1105.0,2.0,90.0,552.5
719,1,Banashankari,1.0,720.0,1.0,60.0,720.0
720,1,Banashankari,2.0,1040.0,2.0,45.0,520.0
721,1,Banashankari,2.0,1330.0,2.0,77.0,665.0
722,1,Banashankari,2.0,1200.0,2.0,49.0,600.0
723,1,Banashankari,2.0,1185.0,2.0,67.0,592.5
724,0,Banashankari,2.0,1000.0,2.0,50.0,500.0
725,0,Banashankari,3.0,1650.0,3.0,90.75,550.0
726,0,Banashankari,3.0,1650.0,3.0,101.0,550.0
727,1,Banashankari,2.0,1310.0,2.0,80.43,655.0
728,1,Banashankari,2.0,600.0,1.0,27.0,300.0
729,0,Banashankari,2.0,1430.0,2.0,87.8,715.0
730,1,Banashankari,2.0,1020.0,2.0,42.83,510.0
732,1,Banashankari,3.0,1540.0,3.0,80.0,513.3333333333334
733,1,Banashankari,2.0,1195.0,2.0,35.84,597.5
734,1,Banashankari,3.0,1683.0,3.0,115.0,561.0
735,1,Banashankari,3.0,1800.0,3.0,125.0,600.0
736,1,Banashankari,2.0,1175.0,2.0,41.13,587.5
737,1,Banashankari,3.0,1750.0,2.0,89.0,583.3333333333334
738,1,Banashankari,3.0,1800.0,3.0,175.0,600.0
739,1,Banashankari,2.0,1450.0,2.0,50.75,725.0
740,0,Banashankari,3.0,1770.0,3.0,108.0,590.0
741,1,Banashankari,3.0,1800.0,3.0,125.0,600.0
744,0,Banashankari,3.0,1200.0,3.0,74.52,400.0
745,1,Banashankari,2.0,1100.0,2.0,63.0,550.0
746,1,Banashankari,2.0,1020.0,2.0,40.79,510.0
747,1,Banashankari,2.0,1260.0,2.0,75.0,630.0
749,1,Banashankari,3.0,1426.0,3.0,85.0,475.3333333333333
750,1,Banashankari Stage II,2.0,1700.0,2.0,150.0,850.0
751,1,Banashankari Stage II,4.0,1200.0,2.0,150.0,300.0
752,1,Banashankari Stage II,3.0,1500.0,2.0,120.0,500.0
753,1,Banashankari Stage II,5.0,2400.0,3.0,510.0,480.0
754,1,Banashankari Stage II,3.0,1240.0,2.0,59.52,413.3333333333333
755,1,Banashankari Stage II,2.0,1250.0,2.0,110.0,625.0
756,1,Banashankari Stage II,3.0,1260.0,2.0,95.0,420.0
757,1,Banashankari Stage II,3.0,2400.0,2.0,300.0,800.0
758,1,Banashankari Stage II,2.0,1400.0,2.0,100.0,700.0
759,1,Banashankari Stage II,5.0,2800.0,3.0,425.0,560.0
760,1,Banashankari Stage II,3.0,3000.0,3.0,450.0,1000.0
761,1,Banashankari Stage II,3.0,1200.0,2.0,198.0,400.0
762,1,Banashankari Stage II,2.0,1245.0,2.0,125.0,622.5
763,0,Banashankari Stage III,3.0,1305.0,2.0,58.7,435.0
764,0,Banashankari Stage III,2.0,1145.0,2.0,58.4,572.5
765,0,Banashankari Stage III,3.0,1650.0,3.0,118.0,550.0
766,1,Banashankari Stage III,4.0,2400.0,4.0,240.0,600.0
767,1,Banashankari Stage III,3.0,1350.0,2.0,68.0,450.0
769,1,Banashankari Stage III,3.0,1305.0,2.0,59.0,435.0
770,1,Banashankari Stage III,3.0,1305.0,2.0,60.0,435.0
771,1,Banashankari Stage III,2.0,1200.0,2.0,42.0,600.0
772,1,Banashankari Stage III,3.0,1305.0,2.0,59.0,435.0
773,0,Banashankari Stage III,3.0,1480.0,3.0,75.48,493.3333333333333
774,1,Banashankari Stage III,3.0,1305.0,2.0,59.0,435.0
775,0,Banashankari Stage III,2.0,1304.0,2.0,111.0,652.0
776,1,Banashankari Stage III,6.0,3000.0,6.0,150.0,500.0
777,1,Banashankari Stage III,2.0,1085.0,2.0,50.0,542.5
778,0,Banashankari Stage III,3.0,1500.0,2.0,100.0,500.0
779,1,Banashankari Stage III,4.0,2100.0,3.0,147.0,525.0
780,1,Banashankari Stage III,3.0,1420.0,2.0,95.0,473.3333333333333
781,1,Banashankari Stage V,3.0,1300.0,2.0,58.5,433.3333333333333
782,1,Banashankari Stage V,3.0,1305.0,2.0,49.0,435.0
783,1,Banashankari Stage V,2.0,1035.0,2.0,35.77,517.5
784,1,Banashankari Stage V,3.0,1355.0,2.0,61.0,451.6666666666667
785,1,Banashankari Stage V,3.0,1510.0,3.0,47.57,503.3333333333333
786,0,Banashankari Stage V,3.0,1650.0,3.0,51.98,550.0
787,0,Banashankari Stage V,3.0,1630.0,3.0,51.35,543.3333333333334
788,0,Banashankari Stage V,3.0,1510.0,3.0,47.57,503.3333333333333
789,1,Banashankari Stage V,3.0,1315.0,2.0,49.0,438.3333333333333
790,0,Banashankari Stage V,3.0,1540.0,3.0,48.51,513.3333333333334
791,1,Banashankari Stage V,2.0,920.0,2.0,41.5,460.0
792,0,Banashankari Stage VI,2.0,1177.5,2.0,59.935,588.75
793,1,Banashankari Stage VI,4.0,4800.0,4.0,190.0,1200.0
794,1,Banashankari Stage VI,4.0,2800.0,4.0,89.0,700.0
795,1,Banashankari Stage VI,4.0,2200.0,4.0,195.0,550.0
796,0,Banashankari Stage VI,2.0,1160.0,2.0,59.0,580.0
797,0,Banashankari Stage VI,2.0,1180.0,2.0,59.47,590.0
798,0,Banashankari Stage VI,3.0,1423.0,2.0,71.73,474.3333333333333
799,0,Banashankari Stage VI,3.0,1392.0,3.0,69.46,464.0
800,0,Banashankari Stage VI,3.0,1410.5,2.0,70.385,470.1666666666667
801,1,Banashankari Stage VI,4.0,4800.0,3.0,200.0,1200.0
802,1,Banaswadi,2.0,1184.0,2.0,53.0,592.0
803,1,Banaswadi,2.0,1145.0,2.0,55.0,572.5
804,1,Banaswadi,2.0,1250.0,2.0,60.0,625.0
805,1,Banaswadi,2.0,1365.0,2.0,73.0,682.5
806,1,Banaswadi,5.0,1903.0,6.0,140.0,380.6
807,1,Banaswadi,2.0,1222.0,2.0,80.0,611.0
808,1,Banaswadi,2.0,870.0,2.0,38.0,435.0
809,1,Banaswadi,2.0,1200.0,2.0,60.0,600.0
811,1,Banaswadi,1.0,527.0,1.0,35.0,527.0
812,1,Banaswadi,2.0,1340.0,2.0,73.0,670.0
813,1,Banaswadi,2.0,1008.0,2.0,52.0,504.0
814,1,Banaswadi,2.0,1105.0,2.0,57.0,552.5
815,1,Banjara Layout,2.0,1200.0,2.0,70.0,600.0
816,1,Banjara Layout,2.0,1050.0,2.0,64.8,525.0
817,1,Banjara Layout,2.0,753.0,3.0,59.5,376.5
818,1,Banjara Layout,3.0,2500.0,4.0,140.0,833.3333333333334
819,0,Bannerghatta,4.0,3012.0,6.0,250.0,753.0
820,1,Bannerghatta,3.0,1665.0,3.0,110.0,555.0
821,0,Bannerghatta,3.0,2370.0,4.0,195.0,790.0
822,0,Bannerghatta,2.0,1100.0,2.0,66.0,550.0
823,0,Bannerghatta,4.0,2895.5,2.0,246.0,723.875
824,0,Bannerghatta,2.0,1113.0,2.0,70.0,556.5
825,1,Bannerghatta,2.0,1200.0,2.0,73.2,600.0
826,1,Bannerghatta,2.0,1070.0,2.0,87.0,535.0
827,0,Bannerghatta,3.0,1776.0,3.0,124.0,592.0
828,0,Bannerghatta,3.0,1776.0,3.0,150.0,592.0
829,1,Bannerghatta Road,1.0,500.0,1.0,18.5,500.0
830,1,Bannerghatta Road,2.0,1050.0,2.0,65.0,525.0
831,1,Bannerghatta Road,3.0,1170.0,2.0,66.0,390.0
832,0,Bannerghatta Road,1.0,595.0,1.0,33.32,595.0
833,1,Bannerghatta Road,3.0,1445.0,3.0,95.0,481.6666666666667
834,1,Bannerghatta Road,3.0,1640.0,2.0,120.0,546.6666666666666
836,1,Bannerghatta Road,3.0,1460.0,2.0,90.0,486.6666666666667
838,0,Bannerghatta Road,2.0,1179.0,2.0,66.02,589.5
839,0,Bannerghatta Road,2.0,1122.5,2.0,58.935,561.25
840,1,Bannerghatta Road,2.0,793.0,2.0,45.0,396.5
842,1,Bannerghatta Road,2.0,1400.0,2.0,78.0,700.0
845,1,Bannerghatta Road,3.0,1654.0,3.0,100.0,551.3333333333334
848,1,Bannerghatta Road,2.0,1200.0,2.0,75.0,600.0
850,0,Bannerghatta Road,1.0,595.0,1.0,31.83,595.0
852,1,Bannerghatta Road,2.0,1255.0,2.0,65.26,627.5
854,1,Bannerghatta Road,3.0,1550.0,3.0,82.0,516.6666666666666
856,1,Bannerghatta Road,3.0,1650.0,3.0,122.0,550.0
857,1,Bannerghatta Road,2.0,912.0,2.0,55.0,456.0
858,1,Bannerghatta Road,2.0,1218.0,2.0,73.0,609.0
860,0,Bannerghatta Road,2.0,1115.0,2.0,65.12,557.5
862,1,Bannerghatta Road,3.0,1893.0,3.0,100.0,631.0
863,1,Bannerghatta Road,3.0,1600.0,3.0,95.0,533.3333333333334
864,1,Bannerghatta Road,2.0,1275.0,2.0,65.0,637.5
867,1,Bannerghatta Road,2.0,1260.0,2.0,70.0,630.0
870,1,Bannerghatta Road,2.0,1150.0,2.0,65.0,575.0
871,1,Bannerghatta Road,4.0,2835.0,5.0,260.0,708.75
875,1,Bannerghatta Road,3.0,1725.0,3.0,110.0,575.0
876,1,Bannerghatta Road,6.0,1850.0,6.0,150.0,308.3333333333333
879,1,Bannerghatta Road,2.0,1220.0,2.0,80.0,610.0
880,1,Bannerghatta Road,2.0,1130.0,2.0,78.0,565.0
882,0,Bannerghatta Road,3.0,1486.0,3.0,83.22,495.3333333333333
885,0,Bannerghatta Road,2.0,1115.0,2.0,61.0,557.5
887,1,Bannerghatta Road,4.0,2700.0,4.0,260.0,675.0
888,1,Bannerghatta Road,3.0,1200.0,2.0,69.0,400.0
889,1,Bannerghatta Road,3.0,1465.0,2.0,76.0,488.3333333333333
890,1,Bannerghatta Road,2.0,1302.5,2.0,67.73,651.25
891,1,Bannerghatta Road,2.0,1200.0,2.0,65.0,600.0
892,1,Bannerghatta Road,2.0,1240.0,2.0,65.0,620.0
893,0,Bannerghatta Road,3.0,1476.0,3.0,125.0,492.0
895,0,Bannerghatta Road,3.0,1532.5,3.0,84.29,510.8333333333333
897,0,Bannerghatta Road,2.0,1268.0,2.0,69.0,634.0
898,1,Bannerghatta Road,3.0,1450.0,2.0,87.0,483.3333333333333
899,1,Bannerghatta Road,4.0,2932.0,5.0,195.0,733.0
902,1,Bannerghatta Road,2.0,960.0,2.0,58.0,480.0
903,1,Bannerghatta Road,3.0,1750.0,3.0,130.0,583.3333333333334
904,1,Bannerghatta Road,2.0,1275.0,2.0,73.0,637.5
906,1,Bannerghatta Road,2.0,1240.0,2.0,71.0,620.0
908,1,Bannerghatta Road,2.0,1215.0,2.0,68.0,607.5
909,1,Bannerghatta Road,2.0,1215.0,2.0,68.0,607.5
910,0,Bannerghatta Road,3.0,1894.0,3.0,115.0,631.3333333333334
912,0,Bannerghatta Road,3.0,1693.0,3.0,89.0,564.3333333333334
915,1,Bannerghatta Road,1.0,630.0,1.0,35.0,630.0
916,1,Bannerghatta Road,2.0,1215.0,2.0,68.0,607.5
917,0,Bannerghatta Road,3.0,1365.0,3.0,76.18,455.0
918,1,Bannerghatta Road,2.0,1115.0,2.0,78.0,557.5
919,0,Bannerghatta Road,3.0,1532.5,3.0,79.465,510.8333333333333
921,0,Bannerghatta Road,3.0,1655.0,3.0,90.0,551.6666666666666
924,1,Bannerghatta Road,3.0,1650.0,3.0,94.0,550.0
925,1,Bannerghatta Road,2.0,905.0,2.0,65.0,452.5
926,1,Bannerghatta Road,2.0,1000.0,2.0,50.0,500.0
927,1,Bannerghatta Road,4.0,2185.0,3.0,120.0,546.25
930,1,Bannerghatta Road,3.0,1460.0,2.0,80.0,486.6666666666667
931,1,Bannerghatta Road,2.0,1340.0,2.0,85.0,670.0
932,1,Bannerghatta Road,3.0,1711.0,3.0,125.0,570.3333333333334
933,1,Bannerghatta Road,3.0,1520.0,2.0,81.0,506.6666666666667
934,0,Bannerghatta Road,3.0,2826.0,3.0,148.0,942.0
935,0,Bannerghatta Road,2.0,1115.0,2.0,61.0,557.5
939,0,Bannerghatta Road,3.0,1640.0,3.0,105.0,546.6666666666666
942,1,Bannerghatta Road,3.0,1527.0,3.0,115.0,509.0
945,1,Bannerghatta Road,3.0,1550.0,3.0,96.0,516.6666666666666
946,0,Bannerghatta Road,2.0,1200.0,2.0,78.0,600.0
947,0,Bannerghatta Road,3.0,1885.0,3.0,125.0,628.3333333333334
949,1,Bannerghatta Road,3.0,1450.0,2.0,78.0,483.3333333333333
950,1,Bannerghatta Road,1.0,700.0,1.0,31.2,700.0
953,1,Bannerghatta Road,2.0,905.0,2.0,58.0,452.5
955,1,Bannerghatta Road,3.0,1920.0,3.0,122.0,640.0
956,1,Bannerghatta Road,4.0,2400.0,4.0,180.0,600.0
959,1,Bannerghatta Road,3.0,1520.0,2.0,80.0,506.6666666666667
960,1,Bannerghatta Road,3.0,1270.0,2.0,73.0,423.3333333333333
961,1,Bannerghatta Road,3.0,1846.0,3.0,120.0,615.3333333333334
963,0,Bannerghatta Road,2.0,1122.5,2.0,61.74,561.25
964,1,Bannerghatta Road,3.0,1655.0,3.0,95.0,551.6666666666666
967,1,Bannerghatta Road,2.0,1215.0,2.0,65.0,607.5
968,1,Bannerghatta Road,3.0,1510.0,2.0,110.0,503.3333333333333
971,1,Bannerghatta Road,3.0,1470.0,2.0,85.0,490.0
973,1,Bannerghatta Road,2.0,970.0,2.0,57.0,485.0
974,1,Bannerghatta Road,3.0,1527.0,3.0,142.0,509.0
977,1,Basavangudi,2.0,1036.0,2.0,105.0,518.0
978,1,Basavangudi,4.0,2600.0,4.0,260.0,650.0
979,1,Basavangudi,3.0,1600.0,2.0,160.0,533.3333333333334
